agent-type,agent-id,TriadStackID,received-IP-list,sent-IP-list,country,county,Municipality,Coordinates,Gender,Age,Language,Nationality,PoliticalSpectrum,SocioeconomicStatus,EU,NATORussia,InformationDisseminationAgents,key_issue,tick no,timestamp
basic-agents,B-ID-97,TS-B-ID-97,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,Both,Polish,Undecided,UpperClass,ProEU,Undecided,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-98,TS-B-ID-98,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,NationalLanguage,Lithuanian,Right,MiddleClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-99,TS-B-ID-99,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Russian,Right,MiddleClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-100,TS-B-ID-100,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-101,TS-B-ID-101,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Twitter']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-102,TS-B-ID-102,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Center,LowerClass,AntiEU,Neutral,"['Facebook', 'Odnoklassniki']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-103,TS-B-ID-103,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Other,Belarusian,Right,LowerClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-104,TS-B-ID-104,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Undecided,LowerClass,Undecided,Neutral,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-105,TS-B-ID-105,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-106,TS-B-ID-106,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-107,TS-B-ID-107,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,Both,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Delfi (delfi.lt)', 'Facebook', 'Twitter']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-108,TS-B-ID-108,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Other,Right,LowerClass,Undecided,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-109,TS-B-ID-109,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLanguage,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-110,TS-B-ID-110,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,Both,Lithuanian,Undecided,MiddleClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-111,TS-B-ID-111,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Polish,Right,MiddleClass,ProEU,Undecided,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-112,TS-B-ID-112,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLanguage,Russian,Left,LowerClass,AntiEU,Undecided,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-113,TS-B-ID-113,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-114,TS-B-ID-114,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLanguage,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-115,TS-B-ID-115,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,Both,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-116,TS-B-ID-116,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Left,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-117,TS-B-ID-117,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,Both,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-118,TS-B-ID-118,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Other,Right,MiddleClass,Undecided,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-119,TS-B-ID-119,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,Both,Polish,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-120,TS-B-ID-120,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Polish,Right,MiddleClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-121,TS-B-ID-121,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-122,TS-B-ID-122,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,Both,Lithuanian,Undecided,LowerClass,Undecided,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-123,TS-B-ID-123,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLanguage,Polish,Undecided,UpperClass,Undecided,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-124,TS-B-ID-124,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-125,TS-B-ID-125,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Polish,Right,MiddleClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-126,TS-B-ID-126,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Young,NationalLanguage,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook', 'Twitter']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-127,TS-B-ID-127,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Other,Center,MiddleClass,ProEU,ProNATOAntiRussia,['TV3 (tv3.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-128,TS-B-ID-128,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,Both,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-129,TS-B-ID-129,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook', 'Twitter']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-130,TS-B-ID-130,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-131,TS-B-ID-131,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-132,TS-B-ID-132,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-133,TS-B-ID-133,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Undecided,MiddleClass,AntiEU,Undecided,"['PBK', 'Respublika (respublika.lt)', 'Facebook', 'Odnoklassniki']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-134,TS-B-ID-134,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-135,TS-B-ID-135,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Center,MiddleClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-136,TS-B-ID-136,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Polish,Center,UpperClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-137,TS-B-ID-137,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,NationalLanguage,Lithuanian,Center,LowerClass,Undecided,Neutral,['LRT (lrt.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-138,TS-B-ID-138,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Polish,Undecided,LowerClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-139,TS-B-ID-139,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-140,TS-B-ID-140,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Other,Undecided,UpperClass,ProEU,Undecided,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-141,TS-B-ID-141,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Polish,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-142,TS-B-ID-142,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Russian,Polish,Right,MiddleClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-143,TS-B-ID-143,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-144,TS-B-ID-144,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-145,TS-B-ID-145,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,Neutral,['Lietuvos Rytas (lrytas.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-146,TS-B-ID-146,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Center,MiddleClass,ProEU,Undecided,['Lietuvos Rytas (lrytas.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-147,TS-B-ID-147,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,Both,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,['TV3 (tv3.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-148,TS-B-ID-148,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,Both,Polish,Undecided,MiddleClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-149,TS-B-ID-149,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-150,TS-B-ID-150,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,Both,Lithuanian,Undecided,LowerClass,AntiEU,Undecided,"['PBK', 'Facebook', 'Odnoklassniki']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-151,TS-B-ID-151,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLanguage,Other,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-152,TS-B-ID-152,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-153,TS-B-ID-153,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,Both,Polish,Center,LowerClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-154,TS-B-ID-154,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Polish,Undecided,LowerClass,Undecided,Undecided,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-155,TS-B-ID-155,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Other,Right,MiddleClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-156,TS-B-ID-156,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Young,NationalLanguage,Belarusian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-157,TS-B-ID-157,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Center,UpperClass,ProEU,AntiNATOProRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-158,TS-B-ID-158,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-159,TS-B-ID-159,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-160,TS-B-ID-160,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLanguage,Lithuanian,Undecided,LowerClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Facebook', 'Twitter']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-161,TS-B-ID-161,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Other,Lithuanian,Center,UpperClass,AntiEU,AntiNATOProRussia,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-162,TS-B-ID-162,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-163,TS-B-ID-163,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Center,UpperClass,Undecided,Neutral,"['15min (15min.lt)', 'Verslo Zinios (vz.lt)']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-164,TS-B-ID-164,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,Both,Russian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Facebook']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-165,TS-B-ID-165,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Young,Both,Lithuanian,Undecided,MiddleClass,Undecided,Neutral,"['Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)', 'Alfa (alfa.lt)', 'Facebook', 'Odnoklassniki']",0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-166,TS-B-ID-166,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,AntiEU,Undecided,[],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-167,TS-B-ID-167,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,Russian,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.141 PM 27-Jan-2023
basic-agents,B-ID-168,TS-B-ID-168,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-169,TS-B-ID-169,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiRussia,"['Facebook', 'Twitter']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-170,TS-B-ID-170,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Polish,Undecided,MiddleClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-171,TS-B-ID-171,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Undecided,MiddleClass,ProEU,Neutral,"['Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-172,TS-B-ID-172,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Right,LowerClass,Undecided,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-173,TS-B-ID-173,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-174,TS-B-ID-174,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Belarusian,Center,MiddleClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-175,TS-B-ID-175,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Other,Lithuanian,Undecided,MiddleClass,ProEU,Neutral,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-176,TS-B-ID-176,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,Both,Lithuanian,Center,LowerClass,ProEU,Undecided,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Facebook', 'Twitter']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-177,TS-B-ID-177,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Russian,Right,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-178,TS-B-ID-178,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Right,MiddleClass,AntiEU,AntiNATOProRussia,"['PBK', 'RUSRADIO (rusradio.lt)', 'Respublika (respublika.lt)', 'Lenta (lenta.ru)', 'Sputnik News (sputniknews.ru)']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-179,TS-B-ID-179,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-180,TS-B-ID-180,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-181,TS-B-ID-181,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Polish,Right,LowerClass,ProEU,ProNATOAntiRussia,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-182,TS-B-ID-182,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,Both,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook', 'Twitter']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-183,TS-B-ID-183,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,Both,Lithuanian,Undecided,MiddleClass,AntiEU,Undecided,"['PBK', 'Respublika (respublika.lt)', 'Facebook', 'Odnoklassniki']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-184,TS-B-ID-184,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Russian,Right,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-185,TS-B-ID-185,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Russian,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiRussia,"['Facebook', 'Twitter']",0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-186,TS-B-ID-186,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,NationalLanguage,Russian,Undecided,UpperClass,Undecided,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-187,TS-B-ID-187,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Right,MiddleClass,ProEU,Neutral,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-188,TS-B-ID-188,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Young,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,AntiNATOProRussia,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-189,TS-B-ID-189,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Polish,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-190,TS-B-ID-190,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,Undecided,['TV3 (tv3.lt)'],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-191,TS-B-ID-191,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,Both,Lithuanian,Right,UpperClass,Undecided,ProNATOAntiRussia,[],0,0,12:42:03.142 PM 27-Jan-2023
basic-agents,B-ID-192,TS-B-ID-192,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Old,NationalLanguage,Lithuanian,Right,LowerClass,Undecided,Neutral,[],0,0,12:42:03.142 PM 27-Jan-2023
